new_index,question,topic,question_type,Query_type,AIO_span_type,AIO_answer,FS_answer,answer_type,label_assigned
1292,is it unsafe for pregnant women to eat steak?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, it is generally unsafe for pregnant women to eat raw or undercooked steak",make sure that its always thoroughly cooked with no trace of pink or blood,Highlighted_answer,Consistent
1292,is it unsafe for pregnant women to eat steak?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, it is generally unsafe for pregnant women to eat raw or undercooked steak . The primary concern is the risk of foodborne illnesses, particularly toxoplasmosis, which can be harmful to the developing fetus. Why it's unsafe: Toxoplasmosis: Raw or undercooked meat can harbor the parasite Toxoplasma gondii, which can cause toxoplasmosis, a serious infection that can lead to miscarriage, stillbirth, or birth defects.","When it comes to eating meat during pregnancy, the key thing is to make sure that its always thoroughly cooked with no trace of pink or blood. Cooking meat thoroughly ensures that any harmful bugs – including those that cause toxoplasmosis – are killed off before you eat it.",Whole_answer,Other Problematic Mismatch
1293,is it unsafe for pregnant women to eat yogurt?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, yogurt is generally safe for pregnant women to eat","all types of yogurt, including live, bio, or low fat, are safe to consume during pregnancy",Highlighted_answer,Consistent
1293,is it unsafe for pregnant women to eat yogurt?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, yogurt is generally safe for pregnant women to eat , especially pasteurized yogurt, which is most commercial yogurt. It's a good source of calcium, protein, and probiotics, all beneficial during pregnancy. However, pregnant women should avoid unpasteurized yogurt and dairy products made from unpasteurized milk. Here's a more detailed breakdown: Pasteurized yogurt is safe:","Avoid consuming unpasteurized sheep or goats milk, or consuming food products made from them like soft goats cheese. With homemade yogurt, make sure it is made with pasteurized milk. However, all types of yogurt, including live, bio, or low fat, are safe to consume during pregnancy.",Whole_answer,Consistent
1294,is it unsafe for pregnant women to take antibiotics?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"antibiotics are generally safe for pregnant women when prescribed by a doctor for a diagnosed infection, certain types should be avoided","its recommended to avoid certain antibiotics, such as tetracyclines and fluoroquinolones",Highlighted_answer,Consistent
1294,is it unsafe for pregnant women to take antibiotics?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"While antibiotics are generally safe for pregnant women when prescribed by a doctor for a diagnosed infection, certain types should be avoided . The safety of antibiotics depends on the specific drug, the stage of pregnancy, and the individual's medical history. Elaboration: Not all antibiotics are created equal: Some antibiotics, like tetracyclines, should be avoided during pregnancy due to potential risks like tooth discoloration in the developing fetus.","Penicillins, most cephalosporins, and azithromycin are considered first-choice options during pregnancy. But its recommended to avoid certain antibiotics, such as tetracyclines and fluoroquinolones. If you took an unsafe antibiotic before realizing you were pregnant, contact your prenatal care team right away.",Whole_answer,Consistent
1296,is it unsafe for you to drink black tea while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,surpressed_AIO,"alcohol and limit caffeine intake, along with unpasteurized milk and juices","Caffeinated teas like black, green, white, matcha, and chai teas are generally considered safe",Highlighted_answer,Binary Contradiction
1296,is it unsafe for you to drink black tea while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,surpressed_AIO,"During pregnancy, it's crucial to avoid alcohol and limit caffeine intake, along with unpasteurized milk and juices , as they pose risks to the developing fetus. Here's a more detailed breakdown of drinks to avoid or limit during pregnancy: Drinks to Avoid: Alcohol: No amount of alcohol is safe during pregnancy, and it can lead to serious health problems for the baby, including fetal alcohol spectrum disorder (FASD). Unpasteurized Milk and Juices: These can contain harmful bacteria that can cause foodborne illnesses, posing risks to both the mother and the baby.","Despite their widespread popularity, not all teas are deemed safe for pregnancy. Caffeinated teas like black, green, white, matcha, and chai teas are generally considered safe. However, their intake may need to be limited to avoid ingesting excessive amounts of caffeine. Most herbal teas should be avoided.",Whole_answer,Other Problematic Mismatch
1297,is it unsafe for you to drink herbal tea when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,surpressed_AIO,"rosemary, sage, parsley, and dong quai",Drinking different types of herbal tea will limit the amount of each herb that your baby is exposed to,Highlighted_answer,Other Problematic Mismatch
1297,is it unsafe for you to drink herbal tea when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,surpressed_AIO,"During pregnancy, certain herbs should be avoided as they may pose risks to the developing fetus or the mother. Some herbs to avoid include rosemary, sage, parsley, and dong quai . Here's a more detailed list of herbs to avoid during pregnancy, along with the reasons for caution: Herbs to Avoid: Rosemary: Higher doses of rosemary may cause miscarriage, so pregnant and nursing women should avoid using it as a supplement, according to Mount Sinai .","Drinking different types of herbal tea will limit the amount of each herb that your baby is exposed to. Limit yourself to 1 or 2 cups of herbal tea a day. Dont drink the same herbal tea continually throughout your pregnancy. If youre breastfeeding, keep an eye on your baby for any unusual side effects.",Whole_answer,Binary Contradiction
1299,is it unsafe for you to eat bacon when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, bacon is generally considered safe to eat during pregnancy",You can enjoy bacon safely during pregnancy,Highlighted_answer,Consistent
1299,is it unsafe for you to eat bacon when pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, bacon is generally considered safe to eat during pregnancy , but with a few important caveats. The key is to ensure the bacon is fully cooked, meaning it should be steaming hot and no longer pink. Undercooked or raw bacon can carry the risk of Listeria and Toxoplasma gondii infections, which can be harmful during pregnancy. Here's a more detailed look: Cooking is crucial:","You can enjoy bacon safely during pregnancy. Just make sure to cook it thoroughly, until its steaming hot. Avoid ordering bacon at a restaurant because you dont know how well its cooked. If you want to avoid all risks completely, there are meat-free bacon alternatives available, like soy or mushroom bacon.",Whole_answer,Consistent
1300,is it unsafe for you to eat blue cheese while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, it's generally unsafe to eat blue cheese while pregnant, especially if it's made with unpasteurized milk","blue cheese increases your risk of Listeria poisoning, which is extremely dangerous for unborn babies",Highlighted_answer,Consistent
1300,is it unsafe for you to eat blue cheese while pregnant?,pregnancy,Binary Question,negative_reformulation_by_keyword_unsafe,,"Yes, it's generally unsafe to eat blue cheese while pregnant, especially if it's made with unpasteurized milk . This is because blue cheese, like other soft cheeses, can harbor Listeria bacteria , which can cause serious infections like listeriosis in pregnant women and potentially harm the fetus. Here's why: Soft Cheeses and Listeria:","As its often made with unpasteurized milk, blue cheese increases your risk of Listeria poisoning, which is extremely dangerous for unborn babies. If youre pregnant, its best to avoid blue cheese products or only buy ones that use pasteurized milk.",Whole_answer,Consistent
