new_index,question,topic,question_type,Whole_answer,highlighted_answer,Answer_type,query_standardized,topic_index,Sentiment_Valence,Sentiment_Label
1496,is promethazine unsafe in pregnancy?,pregnancy,Binary Question,"While promethazine ( Phenergan ) can be used during pregnancy to treat nausea and vomiting, it's crucial to discuss the potential risks and benefits with your healthcare provider, as it's generally considered safe but can have side effects, including drowsiness, and may require neonatal monitoring if taken close to delivery . Here's a more detailed explanation: Use in Pregnancy: Promethazine is sometimes used to manage nausea and vomiting during pregnancy, especially when other treatments are ineffective.","it's generally considered safe but can have side effects, including drowsiness, and may require neonatal monitoring if taken close to delivery",AIO,is promethazine unsafe in pregnancy?,145,negative,Neutral 
1389,is ranitidine safe during pregnancy?,pregnancy,Binary Question,"Due to the discovery of a potential carcinogen, ranitidine (the active ingredient in Zantac) is not recommended for pregnant women and has been withdrawn from the market, with the FDA advising against its use and recommending alternatives. Here's a more detailed explanation: Zantac (Ranitidine) Recall: The FDA found low levels of NDMA (a probable carcinogen) in samples of ranitidine, leading to a recall and the recommendation to stop taking the medication.",not recommended for pregnant women,AIO,is ranitidine safe during pregnancy?,146,positive,Negative
1443,can you take ranitidine during pregnancy?,pregnancy,Binary Question,"While ranitidine (Zantac) was previously considered generally safe for use during pregnancy, the FDA recommended discontinuing all forms of ranitidine due to the presence of a potential carcinogen, NDMA . Pregnant women experiencing heartburn or acid reflux should consult their doctor about alternative medications and treatment options. Here's a more detailed explanation:","the FDA recommended discontinuing all forms of ranitidine due to the presence of a potential carcinogen, NDMA",AIO,can you take ranitidine during pregnancy?,146,neutral,Negative
1497,is ranitidine unsafe during pregnancy?,pregnancy,Binary Question,"Due to the discovery of a potential carcinogen, ranitidine (the active ingredient in Zantac) is not recommended for pregnant women and has been withdrawn from the market, with the FDA advising against its use and recommending alternatives. Here's a more detailed explanation: Zantac (Ranitidine) Recall: The FDA found low levels of NDMA (a probable carcinogen) in samples of ranitidine, leading to a recall and the recommendation to stop taking the medication.",not recommended for pregnant women,AIO,is ranitidine unsafe during pregnancy?,146,negative,Negative
1390,is robitussin dm safe in pregnancy?,pregnancy,Binary Question,"Yes, Robitussin DM is generally considered safe for use during pregnancy . Robitussin DM contains two active ingredients: Guaifenesin: An expectorant that helps thin and loosen mucus. Dextromethorphan: A cough suppressant. Both ingredients have been extensively studied and are considered safe for pregnant women.","Yes, Robitussin DM is generally considered safe for use during pregnancy",AIO,is robitussin dm safe in pregnancy?,147,positive,Postive
1444,can you take robitussin dm in pregnancy?,pregnancy,Binary Question,"Yes, Robitussin DM, containing dextromethorphan and guaifenesin, is generally considered safe to take during pregnancy , but it's always best to consult with your healthcare provider before taking any medication. Here's a more detailed explanation: Ingredients: Robitussin DM contains dextromethorphan (a cough suppressant) and guaifenesin (an expectorant that helps thin mucus).","Yes, Robitussin DM, containing dextromethorphan and guaifenesin, is generally considered safe to take during pregnancy",AIO,can you take robitussin dm in pregnancy?,147,neutral,Postive
1498,is robitussin dm unsafe in pregnancy?,pregnancy,Binary Question,"Yes, Robitussin DM is generally considered safe for use during pregnancy . Robitussin DM contains two active ingredients: Guaifenesin: An expectorant that helps thin and loosen mucus. Dextromethorphan: A cough suppressant. Both ingredients have been extensively studied and are considered safe for pregnant women.","Yes, Robitussin DM is generally considered safe for use during pregnancy",AIO,is robitussin dm unsafe in pregnancy?,147,negative,Postive
1391,is sertraline safe in pregnancy?,pregnancy,Binary Question,"Sertraline, an antidepressant medication, is generally considered safe to use during pregnancy . Safety Data: Studies have shown that sertraline does not increase the risk of major birth defects when taken during pregnancy. A small increase in the risk of premature birth has been observed, but this is usually less than 1%.",generally considered safe to use during pregnancy,AIO,is sertraline safe in pregnancy?,148,positive,Postive
1445,can you take sertraline in pregnancy?,pregnancy,Binary Question,"While sertraline (Zoloft) can be used during pregnancy , it's crucial to discuss the potential risks and benefits with your doctor, as some studies suggest a slight increase in certain birth defects, while others show no significant harm. Here's a more detailed breakdown: Potential Risks:",sertraline (Zoloft) can be used during pregnancy,AIO,can you take sertraline in pregnancy?,148,neutral,Neutral 
1499,is sertraline unsafe in pregnancy?,pregnancy,Binary Question,"Sertraline, an antidepressant medication, is generally considered safe to use during pregnancy . Safety Data: Studies have shown that sertraline does not increase the risk of major birth defects when taken during pregnancy. A small increase in the risk of premature birth has been observed, but this is usually less than 1%.",generally considered safe to use during pregnancy,AIO,is sertraline unsafe in pregnancy?,148,negative,Postive
1500,is shingles safe for pregnant women?,pregnancy,Binary Question,"While shingles during pregnancy is generally not dangerous to the baby , it's important to take precautions to prevent chickenpox (which is caused by the same virus) in the newborn. Here's a more detailed explanation: Shingles and Chickenpox are caused by the same virus: The varicella-zoster virus (VZV) causes both chickenpox and shingles.",shingles during pregnancy is generally not dangerous to the baby,AIO,is shingles safe for pregnant women?,149,positive,Neutral 
1446,can shingles affect pregnant women?,pregnancy,Binary Question,"Yes, shingles can affect pregnancy . Effects on the Mother: Shingles can cause severe pain, discomfort, and fever. It can lead to complications such as postherpetic neuralgia (persistent pain after the rash heals). Pregnant women with shingles are at an increased risk for bacterial infections.","Yes, shingles can affect pregnancy",AIO,can shingles affect pregnant women?,149,neutral,Negative
1392,is shingles dangerous for pregnant women?,pregnancy,Binary Question,"While shingles in pregnancy is rare and usually doesn't pose a significant risk to the baby , it's important to seek medical advice and take precautions to prevent transmission of the virus. Here's a more detailed explanation: Shingles and Pregnancy: Shingles is caused by the reactivation of the varicella-zoster virus (VZV), the same virus that causes chickenpox.",shingles in pregnancy is rare and usually doesn't pose a significant risk to the baby,AIO,is shingles dangerous for pregnant women?,149,negative,Neutral 
